city,countyOrParish,stateOrProvince,address,shortAddress
Wilton,Saratoga,NY,"3 Preston Court, Wilton, NY 12831",3 Preston Court
Hudson Falls,Washington,NY,"24 LaClaire Street, Hudson Falls, NY 12839",24 LaClaire Street
Queensbury,Warren,NY,"3380 NY-9L, Queensbury, NY 12845",3380 NY-9L
Ballston,Saratoga,NY,"7 Aspen Drive, Ballston, NY 12019",7 Aspen Drive
Glens Falls,Warren,NY,"141 Sanford Street, Glens Falls, NY 12801",141 Sanford Street
Albany,Albany,NY,"596 Morris Street, Albany, NY 12208",596 Morris Street
Albany,Albany,NY,"313 2nd Avenue, Albany, NY 12209",313 2nd Avenue
Rensselaer,Rensselaer,NY,"1822 7th Street, Rensselaer, NY 12144",1822 7th Street
Fort Edward,Washington,NY,"8 Bridge Street, Fort Edward, NY 12828",8 Bridge Street
Bethlehem,Albany,NY,"12 Bradford Place, Bethlehem, NY 12159",12 Bradford Place
Glenville,Schenectady,NY,"313 Butterfield Avenue, Glenville, NY 12008",313 Butterfield Avenue
Hoosick Falls,Rensselaer,NY,"108 Mechanic St Ext, Hoosick Falls, NY 12090",108 Mechanic St Ext
Kingston,Ulster,NY,"61 Merritt Avenue, Kingston, NY 12401",61 Merritt Avenue
Amsterdam,Montgomery,NY,"89 Forbes Street, Amsterdam, NY 12010",89 Forbes Street
Hudson Falls,Washington,NY,"9-11 Combs Avenue, Hudson Falls, NY 12839",9-11 Combs Avenue
Bethlehem,Albany,NY,"128 Kenwood Avenue, Bethlehem, NY 12054",128 Kenwood Avenue
Brunswick,Rensselaer,NY,"3 Seneca Street, Brunswick, NY 12180",3 Seneca Street
Albany,Albany,NY,"28-30 Robin Street, Albany, NY 12206",28-30 Robin Street
Troy,Rensselaer,NY,"214 Spring Avenue, Troy, NY 12180",214 Spring Avenue
Albany,Albany,NY,"315 Partridge Street, Albany, NY 12208",315 Partridge Street
Colonie,Albany,NY,"5 Royal Court, Colonie, NY 12047",5 Royal Court
Ticonderoga,Essex,NY,"39 Defiance Street, Ticonderoga, NY 12883",39 Defiance Street
Schenectady,Schenectady,NY,"1278 Garner Avenue, Schenectady, NY 12309",1278 Garner Avenue
Fort Ann,Washington,NY,"35 Catherine Street, Fort Ann, NY 12827",35 Catherine Street
Albany,Albany,NY,"12 Turner Place, Albany, NY 12209",12 Turner Place
Schenectady,Schenectady,NY,"1137 Sumner Avenue, Schenectady, NY 12309",1137 Sumner Avenue
Gloversville,Fulton,NY,"32 5th Avenue, Gloversville, NY 12078",32 5th Avenue
Speculator,Hamilton,NY,"235 Elm Lake Road, Speculator, NY 12164",235 Elm Lake Road
Colonie,Albany,NY,"44 Nantucket Street, Colonie, NY 12047",44 Nantucket Street
Greenfield,Saratoga,NY,"8 Stonewall Lane, Greenfield, NY 12833",8 Stonewall Lane
Port Henry,Essex,NY,"22 Rice Lane, Port Henry, NY 12974",22 Rice Lane
Cambridge Village,Washington,NY,"23 North Park Street, Cambridge Village, NY 12816",23 North Park Street
Rotterdam,Schenectady,NY,"1129 Outer Drive, Rotterdam, NY 12303",1129 Outer Drive
Clifton Park,Saratoga,NY,"7 Barry Spur, Clifton Park, NY 12065",7 Barry Spur
Johnstown,Fulton,NY,"304 N Market Street, Johnstown, NY 12095",304 N Market Street
North Greenbush,Rensselaer,NY,"206 Worthington Terrace, North Greenbush, NY 12198",206 Worthington Terrace
Granville,Washington,NY,"20 Elm Street, Granville, NY 12832",20 Elm Street
Cohoes,Albany,NY,"191 Ontario Street, Cohoes, NY 12047",191 Ontario Street
Amsterdam,Montgomery,NY,"244 Lost Valley Road, Amsterdam, NY 12010",244 Lost Valley Road
Amsterdam,Montgomery,NY,"21 Kimball Street, Amsterdam, NY 12010",21 Kimball Street
Horicon,Warren,NY,"705 Valentine Pond Road, Horicon, NY 12815",705 Valentine Pond Road
Watervliet,Albany,NY,"508 2nd Street, Watervliet, NY 12189",508 2nd Street
Halfmoon,Saratoga,NY,"12 Chantrey Boulevard, Halfmoon, NY 12118",12 Chantrey Boulevard
Colonie,Albany,NY,"16 Harold Avenue, Colonie, NY 12110",16 Harold Avenue
Granville,Washington,NY,"42 Columbus Street, Granville, NY 12832",42 Columbus Street
Troy,Rensselaer,NY,"3165 6th Avenue, Troy, NY 12180",3165 6th Avenue
"Saratoga Springs, Outside",Saratoga,NY,"9 Cleveland Avenue, Saratoga Springs, Outside, NY 12866",9 Cleveland Avenue
Saratoga Springs,Saratoga,NY,"233 Lake Avenue, 209, Saratoga Springs, NY 12866","233 Lake Avenue, 209"
Johnstown,Fulton,NY,"456 S Kingsboro Avenue, Johnstown, NY 12095",456 S Kingsboro Avenue
Stillwater,Saratoga,NY,"1037 Hudson Avenue, Stillwater, NY 12170",1037 Hudson Avenue
Cohoes,Albany,NY,"8 Cottage Avenue, Cohoes, NY 12047",8 Cottage Avenue
Malta,Saratoga,NY,"22 Admirals Way, Malta, NY 12020",22 Admirals Way
Schenectady,Albany,NY,"20 Chesebro Drive, Schenectady, NY 12309",20 Chesebro Drive
Johnstown,Fulton,NY,"738 Old State Road, Johnstown, NY 12095",738 Old State Road
Halfmoon,Saratoga,NY,"49 Deer Run Hollow, Halfmoon, NY 12065",49 Deer Run Hollow
Bethlehem,Albany,NY,"228 Murray Avenue, Bethlehem, NY 12054",228 Murray Avenue
North Greenbush,Rensselaer,NY,"17 Elm Court, North Greenbush, NY 12198",17 Elm Court
Niskayuna,Schenectady,NY,"12 Laurel Lane, Niskayuna, NY 12304",12 Laurel Lane
Bethlehem,Albany,NY,"113 A Jericho Road, Bethlehem, NY 12158",113 A Jericho Road
St Johnsville,Montgomery,NY,"73 E Main Street, St Johnsville, NY 13452",73 E Main Street
Charlton,Saratoga,NY,"22 Komar Drive, Charlton, NY 12019",22 Komar Drive
Watervliet,Albany,NY,"201 Broadway, Watervliet, NY 12189",201 Broadway
Berlin,Rensselaer,NY,"226 SE Hollow Road, Berlin, NY 12022",226 SE Hollow Road
Halfmoon,Saratoga,NY,"32 Stage Run, Halfmoon, NY 12188",32 Stage Run
Nassau,Rensselaer,NY,"85 Gardner Hill Road, Nassau, NY 12062",85 Gardner Hill Road
Albany,Albany,NY,"62 Tremont Street, Albany, NY 12205",62 Tremont Street
Broadalbin,Fulton,NY,"203 Hoesville Road, Broadalbin, NY 12025",203 Hoesville Road
Watervliet,Albany,NY,"418 7th Avenue, Watervliet, NY 12189",418 7th Avenue
Colonie,Albany,NY,"26 E Glenwood Drive, Colonie, NY 12110",26 E Glenwood Drive
Albany,Albany,NY,"22 Edgewood Avenue, Albany, NY 12203",22 Edgewood Avenue
Queensbury,Warren,NY,"9 Pheasant Walk, Queensbury, NY 12804",9 Pheasant Walk
Saranac Lake,Franklin,NY,"113 Shepard Avenue, Saranac Lake, NY 12983",113 Shepard Avenue
Ballston Spa,Saratoga,NY,"23 Whipple Tree Road Drive, Ballston Spa, NY 12020",23 Whipple Tree Road Drive
Altamont,Albany,NY,"9 Avallon Way, Altamont, NY 12009",9 Avallon Way
Schenectady,Schenectady,NY,"136 Elmer Avenue, Schenectady, NY 12308",136 Elmer Avenue
Pittstown,Rensselaer,NY,"L27.11 Otter Creek Road, Pittstown, NY 12094",L27.11 Otter Creek Road
Amsterdam,Montgomery,NY,"248 Market Street, Amsterdam, NY 12010",248 Market Street
Greenport,Columbia,NY,"375 Church Road, Greenport, NY 12534",375 Church Road
Fort Ann,Washington,NY,"1297 Tripoli Road, Fort Ann, NY 12827",1297 Tripoli Road
Troy,Rensselaer,NY,"213 Pawling Avenue, Troy, NY 12180",213 Pawling Avenue
Glenville,Schenectady,NY,"9 Bellaire Drive, Glenville, NY 12302",9 Bellaire Drive
Bethlehem,Albany,NY,"28 Devon Road, Bethlehem, NY 12054",28 Devon Road
Cohoes,Albany,NY,"186 Berkley Avenue, Cohoes, NY 12047",186 Berkley Avenue
Queensbury,Warren,NY,"8 Margaret Drive, Queensbury, NY 12804",8 Margaret Drive
Root,Montgomery,NY,"L36 Anderson, Root, NY 12166",L36 Anderson
Schenectady,Schenectady,NY,"427 Duane Avenue, 2, Schenectady, NY 12304","427 Duane Avenue, 2"
Wilton,Saratoga,NY,"14 Northern Pines Road, Wilton, NY 12831",14 Northern Pines Road
Glenville,Schenectady,NY,"294 Swaggertown Road, Glenville, NY 12302",294 Swaggertown Road
North Greenbush,Rensselaer,NY,"399 Whiteview Road, North Greenbush, NY 12198",399 Whiteview Road
Troy,Rensselaer,NY,"145 Pawling Avenue, Troy, NY 12180",145 Pawling Avenue
Schoharie,Schoharie,NY,"180 Main Street, Schoharie, NY 12157",180 Main Street
Ticonderoga,Essex,NY,"139 Lake George Avenue, Ticonderoga, NY 12883",139 Lake George Avenue
Greenwich,Washington,NY,"235 Waters Road, Greenwich, NY 12834",235 Waters Road
Wilton,Saratoga,NY,"7 Trolley Bed Lane, Wilton, NY 12866",7 Trolley Bed Lane
Esperance,Schoharie,NY,"127 Pleasantview Road, Esperance, NY 12035",127 Pleasantview Road
Ballston Spa,Saratoga,NY,"611 Acland Boulevard, Ballston Spa, NY 12020",611 Acland Boulevard
Saratoga,Saratoga,NY,"6 Corinne Court, Saratoga, NY 12866",6 Corinne Court
Guilderland,Albany,NY,"3887 Carman Road, 3, Guilderland, NY 12303","3887 Carman Road, 3"
Amsterdam,Montgomery,NY,"38 Edson Street, Amsterdam, NY 12010",38 Edson Street
Halfmoon,Saratoga,NY,"15 Gladstone Circle, Halfmoon, NY 12118",15 Gladstone Circle
Horicon,Warren,NY,"1199 Palisades Road, Horicon, NY 12815",1199 Palisades Road
Gloversville,Fulton,NY,"136 Bleecker Street, Gloversville, NY 12078",136 Bleecker Street
Bolton,Warren,NY,"95 Powers Court, Bolton, NY 12814",95 Powers Court
East Greenbush,Rensselaer,NY,"34 Troy Road, East Greenbush, NY 12061",34 Troy Road
Rotterdam,Schenectady,NY,"101 Crossings Boulevard, Rotterdam, NY 12306",101 Crossings Boulevard
Glenville,Schenectady,NY,"707 Riverside Avenue, Glenville, NY 12302",707 Riverside Avenue
Colonie,Albany,NY,"58 Old Loudon Road, Unit 2, Colonie, NY 12110","58 Old Loudon Road, Unit 2"
Albany,Albany,NY,"553 Morris Street, Albany, NY 12208",553 Morris Street
Colonie,Albany,NY,"62 Pheasant Ridge Drive, Colonie, NY 12211",62 Pheasant Ridge Drive
Schodack,Rensselaer,NY,"1234 Simons Road, Schodack, NY 12033",1234 Simons Road
Glenville,Schenectady,NY,"9 Griffith Lane, Glenville, NY 12302",9 Griffith Lane
Wilton,Saratoga,NY,"51 Daintree Drive, Wilton, NY 12866",51 Daintree Drive
Colonie,Albany,NY,"32 Schalren Drive, Colonie, NY 12110",32 Schalren Drive
Jackson,Washington,NY,"579 Alyssa Way, Jackson, NY 12816",579 Alyssa Way
Clifton Park,Saratoga,NY,"17 Woodside Drive, Clifton Park, NY 12065",17 Woodside Drive
Mayfield,Fulton,NY,"214 Lathrop Road, Mayfield, NY 12078",214 Lathrop Road
Niskayuna,Schenectady,NY,"1128 Hedgewood Lane, Niskayuna, NY 12309",1128 Hedgewood Lane
Schenectady,Schenectady,NY,"931 Altamont Avenue, Schenectady, NY 12303",931 Altamont Avenue
Clifton Park,Saratoga,NY,"6D Lacosta Drive, Clifton Park, NY 12065",6D Lacosta Drive
Esperance,Schoharie,NY,"1722 Grovenors Corners Road, Esperance, NY 12035",1722 Grovenors Corners Road
Guilderland,Albany,NY,"6464 Vosburgh Road, Guilderland, NY 12009",6464 Vosburgh Road
Niskayuna,Schenectady,NY,"4208 Consaul Road, Niskayuna, NY 12304",4208 Consaul Road
Rotterdam,Schenectady,NY,"2044 Caldicott Road, Rotterdam, NY 12303",2044 Caldicott Road
Saratoga Springs,Saratoga,NY,"38 Madison Street, Saratoga Springs, NY 12866",38 Madison Street
Albany,Albany,NY,"84 N Allen Street, 1, Albany, NY 12203","84 N Allen Street, 1"
Schodack,Rensselaer,NY,"26 Woodland Drive, Schodack, NY 12033",26 Woodland Drive
East Greenbush,Rensselaer,NY,"750 Columbia Turnpike, East Greenbush, NY 12061",750 Columbia Turnpike
Glens Falls,Warren,NY,"36 Goodwin Avenue, Glens Falls, NY 12801",36 Goodwin Avenue
Rotterdam,Schenectady,NY,"116 Whispering Pines Way, Rotterdam, NY 12306",116 Whispering Pines Way
Ballston,Saratoga,NY,"3 Basswood Court, Ballston, NY 12019",3 Basswood Court
Albany,Albany,NY,"106 Ridgewood Terrace, Albany, NY 12203",106 Ridgewood Terrace
Hudson,Columbia,NY,"18 North 5th Street, Hudson, NY 12534",18 North 5th Street
Schodack,Rensselaer,NY,"2 Pinecrest Drive, Schodack, NY 12033",2 Pinecrest Drive
Schenectady,Schenectady,NY,"220 Lee Avenue, Schenectady, NY 12304",220 Lee Avenue
Saratoga Springs,Saratoga,NY,"8 Newton Avenue, Saratoga Springs, NY 12866",8 Newton Avenue
North Greenbush,Rensselaer,NY,"3302 Brianna Boulevard, North Greenbush, NY 12180",3302 Brianna Boulevard
Stony Creek,Warren,NY,"311 Lanfear Road, Stony Creek, NY 12878",311 Lanfear Road
Rensselaer,Rensselaer,NY,"1212 3rd Street, Rensselaer, NY 12144",1212 3rd Street
Schenectady,Schenectady,NY,"1942 Euclid Avenue, Schenectady, NY 12306",1942 Euclid Avenue
Colonie,Albany,NY,"22 Galileo Way, Colonie, NY 12110",22 Galileo Way
Greenfield,Saratoga,NY,"105 S Greenfield Road, Greenfield, NY 12833",105 S Greenfield Road
Hadley,Saratoga,NY,"15 Corinth Place, Hadley, NY 12835",15 Corinth Place
Schenectady,Schenectady,NY,"744 Hamilton Street, Schenectady, NY 12307",744 Hamilton Street
Salem,Washington,NY,"11 Vincent Lane, Salem, NY 12865",11 Vincent Lane
Queensbury,Warren,NY,"10 Sugar Pine Road, Queensbury, NY 12804",10 Sugar Pine Road
Mechanicville,Saratoga,NY,"26 Walnut Street, Mechanicville, NY 12118",26 Walnut Street
Wilton,Saratoga,NY,"3 Palmer Terrace, Wilton, NY 12831",3 Palmer Terrace
Hudson,Columbia,NY,"3461 Route 9, Hudson, NY 12534",3461 Route 9
Guilderland,Albany,NY,"3070 New Williamsburg Drive, Guilderland, NY 12303",3070 New Williamsburg Drive
Rotterdam,Schenectady,NY,"1002 Argo Boulevard, Rotterdam, NY 12303",1002 Argo Boulevard
Clifton Park,Saratoga,NY,"8 Ryan Court, Clifton Park, NY 12065",8 Ryan Court
Halfmoon,Saratoga,NY,"1 Hale Drive, Halfmoon, NY 12065",1 Hale Drive
Providence,Saratoga,NY,"110 Fox Road, Providence, NY 12850",110 Fox Road
Fort Edward,Washington,NY,"403 Townline Road, Fort Edward, NY 12828",403 Townline Road
Gloversville,Fulton,NY,"168 1st Avenue, Gloversville, NY 12078",168 1st Avenue
Albany,Albany,NY,"61 Ryckman Avenue, Albany, NY 12208",61 Ryckman Avenue
Halfmoon,Saratoga,NY,"94 Seashore Way, Halfmoon, NY 12118",94 Seashore Way
Saratoga Springs,Saratoga,NY,"433 Broadway, 204, Saratoga Springs, NY 12866","433 Broadway, 204"
Plattsburgh,Clinton,NY,"1976 State Route 22B, Plattsburgh, NY 12962",1976 State Route 22B
Saratoga Springs,Saratoga,NY,"423 Broadway, 42, Saratoga Springs, NY 12866","423 Broadway, 42"
Wilton,Saratoga,NY,"16 Hopeful Lane, Wilton, NY 12831",16 Hopeful Lane
Guilderland,Albany,NY,"246 Woodscape Drive, Guilderland, NY 12203",246 Woodscape Drive
"Saratoga Springs, Outside",Saratoga,NY,"7 Loughberry Road, Saratoga Springs, Outside, NY 12866",7 Loughberry Road
Wilton,Saratoga,NY,"15 Fairway Boulevard, Wilton, NY 12831",15 Fairway Boulevard
Ballston,Saratoga,NY,"15 Appleton Street, Ballston, NY 12019",15 Appleton Street
Utica,Oneida,NY,"13 Grant Street, Utica, NY 13501",13 Grant Street
Rensselaer,Rensselaer,NY,"934 Broadway, Rensselaer, NY 12144",934 Broadway
Amsterdam,Montgomery,NY,"197 Dorn Road, Amsterdam, NY 12010",197 Dorn Road
Salem,Washington,NY,"42 E Broadway, Salem, NY 12865",42 E Broadway
Hague,Warren,NY,"L18.3 Graphite Mtn Road, Hague, NY 12836",L18.3 Graphite Mtn Road
Stillwater,Saratoga,NY,"21 Olympia Court, Stillwater, NY 12118",21 Olympia Court
Colonie,Albany,NY,"60 Broderick Street, Colonie, NY 12205",60 Broderick Street
Watervliet,Albany,NY,"702 8th Avenue, Watervliet, NY 12189",702 8th Avenue
Rotterdam,Schenectady,NY,"87 Hudson Street, 2nd floor, Rotterdam, NY 12303","87 Hudson Street, 2nd floor"
Warrensburg,Warren,NY,"455 Alden Avenue, Warrensburg, NY 12885",455 Alden Avenue
Guilderland,Albany,NY,"210 Walnut Lane, Guilderland, NY 12159",210 Walnut Lane
Ballston Spa,Saratoga,NY,"296 Meadowlark Drive, Ballston Spa, NY 12020",296 Meadowlark Drive
Gloversville,Fulton,NY,"117 First Avenue, Gloversville, NY 12078",117 First Avenue
Albany,Albany,NY,"162 S Allen Street, Albany, NY 12208",162 S Allen Street
Saratoga Springs,Saratoga,NY,"168 East Avenue, Saratoga Springs, NY 12866",168 East Avenue
Clifton Park,Saratoga,NY,"9 Belmonte Lane, Clifton Park, NY 12065",9 Belmonte Lane
Coeymans,Albany,NY,"23 Mueller Road, Coeymans, NY 12046",23 Mueller Road
Cohoes,Albany,NY,"312 Saratoga Street, Cohoes, NY 12047",312 Saratoga Street
Glenville,Schenectady,NY,"18 Bancker Avenue, Glenville, NY 12302",18 Bancker Avenue
Troy,Rensselaer,NY,"102 Wendell Avenue, Troy, NY 12180",102 Wendell Avenue
Poestenkill,Rensselaer,NY,"4 School Road, Poestenkill, NY 12140",4 School Road
Glenville,Schenectady,NY,"1 Sutherland Drive, Glenville, NY 12302",1 Sutherland Drive
Halfmoon,Saratoga,NY,"4 Jones Road, 2, Halfmoon, NY 12065","4 Jones Road, 2"
Schroon Lake,Essex,NY,"598 NY State Route 74, Schroon Lake, NY 12870",598 NY State Route 74
Albany,Albany,NY,"17 Ash Grove Place, 2, Albany, NY 12202","17 Ash Grove Place, 2"
Colonie,Albany,NY,"10 Petra Lane, Suite B, Colonie, NY 12205","10 Petra Lane, Suite B"
Rensselaer,Rensselaer,NY,"607 Cedar Run, Rensselaer, NY 12144",607 Cedar Run
Johnstown,Fulton,NY,"11 Mason St Street, Johnstown, NY 12095",11 Mason St Street
Schenectady,Schenectady,NY,"538 Schenectady Street, Schenectady, NY 12307",538 Schenectady Street
Schenectady,Schenectady,NY,"1 Swan Street, Schenectady, NY 12307",1 Swan Street
Fort Ann,Washington,NY,"11079 State Route 149, Fort Ann, NY 12827",11079 State Route 149
Clifton Park,Saratoga,NY,"8 Edgewood Drive, Clifton Park, NY 12065",8 Edgewood Drive
Saratoga Springs,Saratoga,NY,"78 Church Street, 405, Saratoga Springs, NY 12866","78 Church Street, 405"
Albany,Albany,NY,"80-82 N Allen Street, Albany, NY 12203",80-82 N Allen Street
Broadalbin,Fulton,NY,"134 Rebisz Road, Broadalbin, NY 12025",134 Rebisz Road
Schenectady,Schenectady,NY,"217 Shereen Court, Schenectady, NY 12304",217 Shereen Court
Knox,Albany,NY,"1382 Township Road, Knox, NY 12009",1382 Township Road
Schenectady,Schenectady,NY,"231 Robinson Street, Schenectady, NY 12304",231 Robinson Street
Fort Plain,Montgomery,NY,"62 Division Street, Fort Plain, NY 13339",62 Division Street
Ballston,Saratoga,NY,"4 Skaarland Drive, Ballston, NY 12027",4 Skaarland Drive
Bethlehem,Albany,NY,"14 Keith Road, Bethlehem, NY 12054",14 Keith Road
Saratoga Springs,Saratoga,NY,"16 Morgan Street, Saratoga Springs, NY 12866",16 Morgan Street
Albany,Albany,NY,"57 Dana Avenue, Albany, NY 12208",57 Dana Avenue
Cohoes,Albany,NY,"129 Main Street, 1, Cohoes, NY 12047","129 Main Street, 1"
Thurman,Warren,NY,"1143 Dartmouth Road, Thurman, NY 12810",1143 Dartmouth Road
Cohoes,Albany,NY,"9 Sargent Street, Cohoes, NY 12047",9 Sargent Street
Colonie,Albany,NY,"13 Stirrup Drive, Colonie, NY 12205",13 Stirrup Drive
Charlton,Saratoga,NY,"7 Marvin Drive, Charlton, NY 12019",7 Marvin Drive
Guilderland,Albany,NY,"113 Marjorie Drive, Guilderland, NY 12203",113 Marjorie Drive
Schenectady,Schenectady,NY,"3114 Maryvale Drive, Schenectady, NY 12304",3114 Maryvale Drive
Ballston,Saratoga,NY,"12 Sycamore Street, Ballston, NY 12019",12 Sycamore Street
Glenville,Schenectady,NY,"280 Vley Road, Glenville, NY 12302",280 Vley Road
Northumberland,Saratoga,NY,"7 James Court, Northumberland, NY 12831",7 James Court
Schodack,Rensselaer,NY,"1003 River Road, Schodack, NY 12156",1003 River Road
Niskayuna,Schenectady,NY,"805 Vly Pointe Drive, Niskayuna, NY 12309",805 Vly Pointe Drive
Galway,Saratoga,NY,"5020 Jersey Hill Road, Galway, NY 12086",5020 Jersey Hill Road
Hague,Warren,NY,"85 S Forest Bay Road, Hague, NY 12836",85 S Forest Bay Road
Colonie,Albany,NY,"271 Vly Road, Colonie, NY 12309",271 Vly Road
Voorheesville,Albany,NY,"29 Altamont Road, Voorheesville, NY 12186",29 Altamont Road
Crown Point,Essex,NY,"484 Breed Hill Road, Crown Point, NY 12928",484 Breed Hill Road
Albany,Albany,NY,"19 Bleecker Place, Albany, NY 12202",19 Bleecker Place
Albany,Albany,NY,"161 N Main Avenue, Albany, NY 12206",161 N Main Avenue
Corinth,Saratoga,NY,"9 Moose Way, Corinth, NY 12822",9 Moose Way
Scotia,Schenectady,NY,"32 Sunnyside Road, Scotia, NY 12302",32 Sunnyside Road
Carlisle,Schoharie,NY,"180 Gordon Road, Carlisle, NY 12160",180 Gordon Road
Clifton Park,Saratoga,NY,"45 Bradt Road, Clifton Park, NY 12148",45 Bradt Road
Saratoga Springs,Saratoga,NY,"77 Van Dam Street, 406, Saratoga Springs, NY 12866","77 Van Dam Street, 406"
Broadalbin,Fulton,NY,"26 N 2nd Avenue, Broadalbin, NY 12025",26 N 2nd Avenue
Clifton Park,Saratoga,NY,"3 Horseshoe Turn, Clifton Park, NY 12065",3 Horseshoe Turn
Ballston,Saratoga,NY,"17 Meadowbrook Court, Ballston, NY 12020",17 Meadowbrook Court
Clifton Park,Saratoga,NY,"24 Grooms Pt Drive, Clifton Park, NY 12065",24 Grooms Pt Drive
Saratoga Springs,Saratoga,NY,"77 Crescent Avenue, Saratoga Springs, NY 12866",77 Crescent Avenue
Johnstown,Fulton,NY,"3356 State Highway 29, Johnstown, NY 12095",3356 State Highway 29
Halfmoon,Saratoga,NY,"34 Chip Shot Way, Halfmoon, NY 12118",34 Chip Shot Way
Greenfield,Saratoga,NY,"491 Allen Road, Greenfield, NY 12859",491 Allen Road
Green Island,Albany,NY,"154 George Street, Green Island, NY 12183",154 George Street
Halfmoon,Saratoga,NY,"3 Bedford Circle, Halfmoon, NY 12118",3 Bedford Circle
"Saratoga Springs, Inside",Saratoga,NY,"124 Jefferson Street, 5, Saratoga Springs, Inside, NY 12866","124 Jefferson Street, 5"
North Greenbush,Rensselaer,NY,"174 Bloomingrove Drive, North Greenbush, NY 12180",174 Bloomingrove Drive
Danube,Herkimer,NY,"2330 River Road, Danube, NY 13339",2330 River Road
Mayfield,Fulton,NY,"1089 County Hwy 123, Mayfield, NY 12117",1089 County Hwy 123
Schroon Lake,Essex,NY,"273 NY Route 74, Schroon Lake, NY 12870",273 NY Route 74
Brunswick,Rensselaer,NY,"272 Smith Hill Road, Brunswick, NY 12180",272 Smith Hill Road
Indian Lake,Hamilton,NY,"6379 State Highway 30, Indian Lake, NY 12842",6379 State Highway 30
Ballston Spa,Saratoga,NY,"4 Wiggins Drive, Ballston Spa, NY 12020",4 Wiggins Drive
Johnstown,Fulton,NY,"13 Glenwood Avenue, Johnstown, NY 12095",13 Glenwood Avenue
Duanesburg,Schenectady,NY,"12237 Duanesburg Road, Duanesburg, NY 12053",12237 Duanesburg Road
Saratoga Springs,Saratoga,NY,"8 Marjorie Drive, Saratoga Springs, NY 12866",8 Marjorie Drive
Troy,Rensselaer,NY,"100 Lexington Avenue, Troy, NY 12180",100 Lexington Avenue
